cluster,celltype_full,score,score_rank,db,species,organ,celltype,n_genes
3,Adipocyte progenitor cells | Connective tissue | Mouse | PanglaoDB,0.5564750004,59,PanglaoDB,Mouse,Connective tissue,Adipocyte progenitor cells,7
3,Endocrine pancreas | Human | TISSUES,0.5557756669,60,TISSUES,Human,,Endocrine pancreas,8
3,Pancreatic islet | Human | TISSUES,0.5557756669,61,TISSUES,Human,,Pancreatic islet,8
3,NK cells | Immune system | Mouse | PanglaoDB,0.5495196212,62,PanglaoDB,Mouse,Immune system,NK cells,47
3,HAY_BONE_MARROW_CD8_T_CELL | Human | MSigDB,0.5490676842,63,MSigDB,Human,,HAY_BONE_MARROW_CD8_T_CELL,45
3,Chronic myeloid leukemia cell | Human | TISSUES,0.5406601821,64,TISSUES,Human,,Chronic myeloid leukemia cell,7
3,DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_UNSPECIFIED | Human | MSigDB,0.5390618649,65,MSigDB,Human,,DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_UNSPECIFIED,17
3,Osteoblast_HPCA_2 | Human | xCell,0.5359501258,66,xCell,Human,,Osteoblast_HPCA_2,8
3,IMGN_NK_49CI-_Sp | Mouse | SaVanT,0.5324145153,67,SaVanT,Mouse,,IMGN_NK_49CI-_Sp,48
3,Basophil | Peripheral blood | Human | CellMarker,0.5290777879,68,CellMarker,Human,Peripheral blood,Basophil,6
3,Osteogenic cell | Mouse | TISSUES,0.5273098853,69,TISSUES,Mouse,,Osteogenic cell,8
3,Periosteum | Mouse | TISSUES,0.5273098853,70,TISSUES,Mouse,,Periosteum,8
3,FAN_EMBRYONIC_CTX_MICROGLIA_2 | Human | MSigDB,0.5227603888,71,MSigDB,Human,,FAN_EMBRYONIC_CTX_MICROGLIA_2,8
3,Megakaryocytes_NOVERSHTERN_3 | Human | xCell,0.5053201993,72,xCell,Human,,Megakaryocytes_NOVERSHTERN_3,5
3,Plasma cell | Mouse | CellMarker,0.5028852822,73,CellMarker,Mouse,,Plasma cell,5
3,B-lymphocyte | Mouse | TISSUES,0.499902865,74,TISSUES,Mouse,,B-lymphocyte,7
3,pre-B-lymphocyte | Mouse | TISSUES,0.499902865,75,TISSUES,Mouse,,pre-B-lymphocyte,7
3,pro-B-lymphocyte | Mouse | TISSUES,0.499902865,76,TISSUES,Mouse,,pro-B-lymphocyte,7
3,cDC_HPCA_2 | Human | xCell,0.4916644915,77,xCell,Human,,cDC_HPCA_2,5
3,CD8+ Tem_BLUEPRINT_3 | Human | xCell,0.4823254068,78,xCell,Human,,CD8+ Tem_BLUEPRINT_3,44
3,Gamma delta T cells | Immune system | Mouse | PanglaoDB,0.4760655237,79,PanglaoDB,Mouse,Immune system,Gamma delta T cells,30
3,Iris | Human | TISSUES,0.4691100121,80,TISSUES,Human,,Iris,5
3,CD8+ T-cells_FANTOM_2 | Human | xCell,0.4682398622,81,xCell,Human,,CD8+ T-cells_FANTOM_2,9
3,Myofibroblasts | Smooth muscle | Human | PanglaoDB,0.4638698753,82,PanglaoDB,Human,Smooth muscle,Myofibroblasts,5
3,Myofibroblasts | Smooth muscle | Mouse | PanglaoDB,0.4638698753,83,PanglaoDB,Mouse,Smooth muscle,Myofibroblasts,5
3,Epidermis | SaVanT,0.4631414345,84,SaVanT,,,Epidermis,13
3,Lake et al.Science.Ex1 | Brain | Human | CellMarker,0.4627128482,85,CellMarker,Human,Brain,Lake et al.Science.Ex1,9
3,Plasma cell | Lymphoid tissue | Mouse | CellMarker,0.4600534749,86,CellMarker,Mouse,Lymphoid tissue,Plasma cell,6
3,Daltons lymphoma cell | Human | TISSUES,0.4571452511,87,TISSUES,Human,,Daltons lymphoma cell,12
3,T-cell lymphoma cell | Human | TISSUES,0.4571452511,88,TISSUES,Human,,T-cell lymphoma cell,12
3,Gamma delta T cells | Immune system | Human | PanglaoDB,0.4514715366,89,PanglaoDB,Human,Immune system,Gamma delta T cells,43
3,Melanocytes_ENCODE_1 | Human | xCell,0.444970061,90,xCell,Human,,Melanocytes_ENCODE_1,5
3,CD8+ Tem_BLUEPRINT_2 | Human | xCell,0.4435572158,91,xCell,Human,,CD8+ Tem_BLUEPRINT_2,97
3,Parathyroid gland | Human | TISSUES,0.4422692037,92,TISSUES,Human,,Parathyroid gland,5
3,ZHONG_PFC_C1_ASTROCYTE | Human | MSigDB,0.4380621497,93,MSigDB,Human,,ZHONG_PFC_C1_ASTROCYTE,16
3,8-cell stage cell (Blastomere) | Embryo | Mouse | CellMarker,0.4354784248,94,CellMarker,Mouse,Embryo,8-cell stage cell (Blastomere),7
3,FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_IMMUNE | Human | MSigDB,0.435155278,95,MSigDB,Human,,FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_IMMUNE,123
3,Seminoma cell | Human | TISSUES,0.4319342628,96,TISSUES,Human,,Seminoma cell,5
3,Lymphoma cell | Mouse | TISSUES,0.4286763778,97,TISSUES,Mouse,,Lymphoma cell,20
3,Megakaryocytes_NOVERSHTERN_1 | Human | xCell,0.4268734753,98,xCell,Human,,Megakaryocytes_NOVERSHTERN_1,6
3,Plasma cells_BLUEPRINT_1 | Human | xCell,0.4252055332,99,xCell,Human,,Plasma cells_BLUEPRINT_1,6
3,Natural killer T cells | Immune system | Human | PanglaoDB,0.4242590794,100,PanglaoDB,Human,Immune system,Natural killer T cells,17
4,naive B-cells_HPCA_2 | Human | xCell,0.8980251653,1,xCell,Human,,naive B-cells_HPCA_2,18
4,B-cells_HPCA_3 | Human | xCell,0.8942826955,2,xCell,Human,,B-cells_HPCA_3,6
4,naive B-cells_BLUEPRINT_1 | Human | xCell,0.8942826955,3,xCell,Human,,naive B-cells_BLUEPRINT_1,6
4,naive B-cells_BLUEPRINT_3 | Human | xCell,0.8942826955,4,xCell,Human,,naive B-cells_BLUEPRINT_3,6
4,naive B-cells_HPCA_1 | Human | xCell,0.8909534417,5,xCell,Human,,naive B-cells_HPCA_1,17
4,B-cells_FANTOM_1 | Human | xCell,0.8872056838,6,xCell,Human,,B-cells_FANTOM_1,11
4,B-cells_FANTOM_2 | Human | xCell,0.8870494306,7,xCell,Human,,B-cells_FANTOM_2,8
4,B-cells_HPCA_2 | Human | xCell,0.8843038272,8,xCell,Human,,B-cells_HPCA_2,6
4,Memory B-cells_HPCA_1 | Human | xCell,0.8832716811,9,xCell,Human,,Memory B-cells_HPCA_1,11
4,Memory B-cells_HPCA_3 | Human | xCell,0.8832198215,10,xCell,Human,,Memory B-cells_HPCA_3,10
4,Memory B-cells_HPCA_2 | Human | xCell,0.874062883,11,xCell,Human,,Memory B-cells_HPCA_2,20
4,Class-switched memory B-cells_NOVERSHTERN_1 | Human | xCell,0.8672740485,12,xCell,Human,,Class-switched memory B-cells_NOVERSHTERN_1,11
4,Class-switched memory B-cells_NOVERSHTERN_2 | Human | xCell,0.8642058335,13,xCell,Human,,Class-switched memory B-cells_NOVERSHTERN_2,10
4,Class-switched memory B-cells_NOVERSHTERN_3 | Human | xCell,0.8642058335,14,xCell,Human,,Class-switched memory B-cells_NOVERSHTERN_3,10
4,B_cell | SaVanT,0.8508958821,15,SaVanT,,,B_cell,48
4,naive B-cells_BLUEPRINT_2 | Human | xCell,0.8482708655,16,xCell,Human,,naive B-cells_BLUEPRINT_2,14
4,naive B-cells_HPCA_3 | Human | xCell,0.8463334749,17,xCell,Human,,naive B-cells_HPCA_3,24
4,B-cells_FANTOM_3 | Human | xCell,0.8383251116,18,xCell,Human,,B-cells_FANTOM_3,14
4,Memory B-cells_IRIS_3 | Human | xCell,0.8290042072,19,xCell,Human,,Memory B-cells_IRIS_3,10
4,HAY_BONE_MARROW_FOLLICULAR_B_CELL | Human | MSigDB,0.8176566845,20,MSigDB,Human,,HAY_BONE_MARROW_FOLLICULAR_B_CELL,99
4,pro B-cells_NOVERSHTERN_2 | Human | xCell,0.8020366331,21,xCell,Human,,pro B-cells_NOVERSHTERN_2,8
4,B cell | Bone marrow | Human | CellMarker,0.7989551538,22,CellMarker,Human,Bone marrow,B cell,6
4,B-cells_NOVERSHTERN_3 | Human | xCell,0.7967603732,23,xCell,Human,,B-cells_NOVERSHTERN_3,41
4,B cells naive | Immune system | Human | PanglaoDB,0.7901215382,24,PanglaoDB,Human,Immune system,B cells naive,40
4,Memory B-cells_BLUEPRINT_2 | Human | xCell,0.7840138737,25,xCell,Human,,Memory B-cells_BLUEPRINT_2,30
4,pro B-cells_NOVERSHTERN_3 | Human | xCell,0.7811406371,26,xCell,Human,,pro B-cells_NOVERSHTERN_3,9
4,Memory B-cells_IRIS_1 | Human | xCell,0.7801583565,27,xCell,Human,,Memory B-cells_IRIS_1,12
4,naive B-cells_NOVERSHTERN_1 | Human | xCell,0.7798228325,28,xCell,Human,,naive B-cells_NOVERSHTERN_1,36
4,B cells naive | Immune system | Mouse | PanglaoDB,0.7785962536,29,PanglaoDB,Mouse,Immune system,B cells naive,34
4,Memory B-cells_BLUEPRINT_3 | Human | xCell,0.7771498237,30,xCell,Human,,Memory B-cells_BLUEPRINT_3,26
4,Memory B-cells_BLUEPRINT_1 | Human | xCell,0.7744020999,31,xCell,Human,,Memory B-cells_BLUEPRINT_1,38
4,naive B-cells_NOVERSHTERN_2 | Human | xCell,0.7699795629,32,xCell,Human,,naive B-cells_NOVERSHTERN_2,31
4,B cells memory | Immune system | Human | PanglaoDB,0.7696279,33,PanglaoDB,Human,Immune system,B cells memory,42
4,DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_B_CELLS | Human | MSigDB,0.7676732321,34,MSigDB,Human,,DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_B_CELLS,27
4,HPCA_B_cells | Human | SaVanT,0.7671427315,35,SaVanT,Human,,HPCA_B_cells,47
4,B cell (Renal Cell Carcinoma) | Kidney | Human | CellMarker,0.765944154,36,CellMarker,Human,Kidney,B cell (Renal Cell Carcinoma),163
4,B cells memory | Immune system | Mouse | PanglaoDB,0.7628220691,37,PanglaoDB,Mouse,Immune system,B cells memory,40
4,Nephron epithelial cell | Kidney | Human | CellMarker,0.7558293733,38,CellMarker,Human,Kidney,Nephron epithelial cell,6
4,Memory B-cells_IRIS_2 | Human | xCell,0.7551678911,39,xCell,Human,,Memory B-cells_IRIS_2,14
4,B-cells_NOVERSHTERN_1 | Human | xCell,0.7533491333,40,xCell,Human,,B-cells_NOVERSHTERN_1,46
4,IMGN_B_Fo_LN | Mouse | SaVanT,0.7448569804,41,SaVanT,Mouse,,IMGN_B_Fo_LN,47
4,IMGN_B_FrE_FL | Mouse | SaVanT,0.7331869905,42,SaVanT,Mouse,,IMGN_B_FrE_FL,43
4,IMGN_B_T1_Sp | Mouse | SaVanT,0.7281961901,43,SaVanT,Mouse,,IMGN_B_T1_Sp,47
4,IMGN_B_MZ_Sp | Mouse | SaVanT,0.7204009734,44,SaVanT,Mouse,,IMGN_B_MZ_Sp,45
4,naive B-cells_NOVERSHTERN_3 | Human | xCell,0.7197180841,45,xCell,Human,,naive B-cells_NOVERSHTERN_3,46
4,IMGN_B_FrE_BM | Mouse | SaVanT,0.71958988,46,SaVanT,Mouse,,IMGN_B_FrE_BM,45
4,IMGN_B_T3_Sp | Mouse | SaVanT,0.7185890854,47,SaVanT,Mouse,,IMGN_B_T3_Sp,44
4,M2 macrophage | Peripheral blood | Human | CellMarker,0.7171415516,48,CellMarker,Human,Peripheral blood,M2 macrophage,7
4,DC_IRIS_3 | Human | xCell,0.7165060293,49,xCell,Human,,DC_IRIS_3,6
4,IMGN_B_T2_Sp | Mouse | SaVanT,0.7162678957,50,SaVanT,Mouse,,IMGN_B_T2_Sp,46
4,IMGN_B_Fo_MLN | Mouse | SaVanT,0.7103472953,51,SaVanT,Mouse,,IMGN_B_Fo_MLN,45
4,Immature transitional B cell | Lymphoid tissue | Mouse | CellMarker,0.7097956063,52,CellMarker,Mouse,Lymphoid tissue,Immature transitional B cell,6
4,B-cells_HPCA_1 | Human | xCell,0.7070053132,53,xCell,Human,,B-cells_HPCA_1,28
4,AIZARANI_LIVER_C34_MHC_II_POS_B_CELLS | Human | MSigDB,0.7054290699,54,MSigDB,Human,,AIZARANI_LIVER_C34_MHC_II_POS_B_CELLS,95
4,Langerhans cells | Skin | Human | PanglaoDB,0.7038029663,55,PanglaoDB,Human,Skin,Langerhans cells,14
4,IMGN_B1a_Sp | Mouse | SaVanT,0.7004451517,56,SaVanT,Mouse,,IMGN_B1a_Sp,43
4,B-cells_NOVERSHTERN_2 | Human | xCell,0.6966754652,57,xCell,Human,,B-cells_NOVERSHTERN_2,53
4,Ventral otocyst | Brain | Mouse | CellMarker,0.6947300019,58,CellMarker,Mouse,Brain,Ventral otocyst,5
4,iDC_HPCA_2 | Human | xCell,0.6902384758,59,xCell,Human,,iDC_HPCA_2,5
4,iDC_HPCA_1 | Human | xCell,0.6791962929,60,xCell,Human,,iDC_HPCA_1,6
4,Arterial cell | Embryo | Mouse | CellMarker,0.6774250395,61,CellMarker,Mouse,Embryo,Arterial cell,5
4,HBA_CD19+_BCells(neg | Human | SaVanT,0.6772895063,62,SaVanT,Human,,HBA_CD19+_BCells(neg,51
4,Follicular B cell | Mouse | CellMarker,0.6753252592,63,CellMarker,Mouse,,Follicular B cell,12
4,Erythroid cell | Human | TISSUES,0.6664905793,64,TISSUES,Human,,Erythroid cell,5
4,Neuron | Brain | Human | CellMarker,0.6659601533,65,CellMarker,Human,Brain,Neuron,7
4,IMGN_B_Fo_Sp | Mouse | SaVanT,0.6639510909,66,SaVanT,Mouse,,IMGN_B_Fo_Sp,45
4,IMGN_B_FrF_BM | Mouse | SaVanT,0.6566764961,67,SaVanT,Mouse,,IMGN_B_FrF_BM,45
4,Class-switched memory B-cells_BLUEPRINT_1 | Human | xCell,0.6548078979,68,xCell,Human,,Class-switched memory B-cells_BLUEPRINT_1,6
4,IMGN_B_GC_Sp | Mouse | SaVanT,0.6492820986,69,SaVanT,Mouse,,IMGN_B_GC_Sp,47
4,HBA_Tonsil | Human | SaVanT,0.6384976597,70,SaVanT,Human,,HBA_Tonsil,38
4,B cells | Immune system | Human | PanglaoDB,0.6323037645,71,PanglaoDB,Human,Immune system,B cells,58
4,IMGN_B_Fo_PC | Mouse | SaVanT,0.6285903825,72,SaVanT,Mouse,,IMGN_B_Fo_PC,44
4,Follicular B cell | Lymphoid tissue | Mouse | CellMarker,0.6257045716,73,CellMarker,Mouse,Lymphoid tissue,Follicular B cell,5
4,IMGN_B1b_PC | Mouse | SaVanT,0.6143461459,74,SaVanT,Mouse,,IMGN_B1b_PC,42
4,Memory B cell | Lymphoid tissue | Mouse | CellMarker,0.6111099042,75,CellMarker,Mouse,Lymphoid tissue,Memory B cell,5
4,Class-switched memory B-cells_BLUEPRINT_2 | Human | xCell,0.6081994907,76,xCell,Human,,Class-switched memory B-cells_BLUEPRINT_2,18
4,LL2 | SaVanT,0.6074156989,77,SaVanT,,,LL2,41
4,Rheaume et al.Nat Commun.39 | Retina | Mouse | CellMarker,0.6069183895,78,CellMarker,Mouse,Retina,Rheaume et al.Nat Commun.39,7
4,DC_FANTOM_3 | Human | xCell,0.6033330391,79,xCell,Human,,DC_FANTOM_3,6
4,B cells | Immune system | Mouse | PanglaoDB,0.6029632744,80,PanglaoDB,Mouse,Immune system,B cells,53
4,Marginal zone B cell | Lymphoid tissue | Mouse | CellMarker,0.6023642696,81,CellMarker,Mouse,Lymphoid tissue,Marginal zone B cell,5
4,Megakaryocytes_NOVERSHTERN_3 | Human | xCell,0.596920315,82,xCell,Human,,Megakaryocytes_NOVERSHTERN_3,5
4,Insulinoma cell | Human | TISSUES,0.5882049158,83,TISSUES,Human,,Insulinoma cell,17
4,Pancreatic cancer cell | Human | TISSUES,0.5882049158,84,TISSUES,Human,,Pancreatic cancer cell,17
4,Reticulocyte | SaVanT,0.5869314639,85,SaVanT,,,Reticulocyte,6
4,Parietal cells | GI tract | Human | PanglaoDB,0.583569171,86,PanglaoDB,Human,GI tract,Parietal cells,8
4,Class-switched memory B-cells_BLUEPRINT_3 | Human | xCell,0.5816494104,87,xCell,Human,,Class-switched memory B-cells_BLUEPRINT_3,12
4,Osteoclast precursor cells | Bone | Human | PanglaoDB,0.5773070199,88,PanglaoDB,Human,Bone,Osteoclast precursor cells,6
4,Osteoclast precursor cells | Bone | Mouse | PanglaoDB,0.5773070199,89,PanglaoDB,Mouse,Bone,Osteoclast precursor cells,6
4,follicular_B-cells | SaVanT,0.575472102,90,SaVanT,,,follicular_B-cells,48
4,Marginal zone B cell | Human | CellMarker,0.5753759085,91,CellMarker,Human,,Marginal zone B cell,6
4,HBA_colon | Human | SaVanT,0.5733324057,92,SaVanT,Human,,HBA_colon,25
4,B cell | Kidney | Human | CellMarker,0.5724587116,93,CellMarker,Human,Kidney,B cell,419
4,IMGN_B1a_PC | Mouse | SaVanT,0.5718823358,94,SaVanT,Mouse,,IMGN_B1a_PC,45
4,FAN_EMBRYONIC_CTX_BRAIN_B_CELL | Human | MSigDB,0.5717054422,95,MSigDB,Human,,FAN_EMBRYONIC_CTX_BRAIN_B_CELL,78
4,MA_B | Human | SaVanT,0.5609954181,96,SaVanT,Human,,MA_B,49
4,IMGN_preB_FrD_BM | Mouse | SaVanT,0.5585787429,97,SaVanT,Mouse,,IMGN_preB_FrD_BM,39
4,Memory B cell | Human | CellMarker,0.5585339265,98,CellMarker,Human,,Memory B cell,9
4,Colonic epithelium | Human | TISSUES,0.5575641372,99,TISSUES,Human,,Colonic epithelium,6
4,Megakaryocytes_NOVERSHTERN_2 | Human | xCell,0.5566529832,100,xCell,Human,,Megakaryocytes_NOVERSHTERN_2,7
5,Megakaryocytes_NOVERSHTERN_3 | Human | xCell,0.818360443,1,xCell,Human,,Megakaryocytes_NOVERSHTERN_3,5
5,Megakaryocytes_NOVERSHTERN_1 | Human | xCell,0.8171499264,2,xCell,Human,,Megakaryocytes_NOVERSHTERN_1,6
5,Megakaryocytes_BLUEPRINT_1 | Human | xCell,0.7646181509,3,xCell,Human,,Megakaryocytes_BLUEPRINT_1,5
5,Megakaryocyte-erythroid progenitor | Bone marrow | Mouse | CellMarker,0.7356405352,4,CellMarker,Mouse,Bone marrow,Megakaryocyte-erythroid progenitor,5
5,Cardiac stem and precursor cells | Heart | Human | PanglaoDB,0.7281875535,5,PanglaoDB,Human,Heart,Cardiac stem and precursor cells,5
5,Cardiac stem and precursor cells | Heart | Mouse | PanglaoDB,0.7281875535,6,PanglaoDB,Mouse,Heart,Cardiac stem and precursor cells,5
5,Multipotent progenitor cell | Bone marrow | Mouse | CellMarker,0.7200188484,7,CellMarker,Mouse,Bone marrow,Multipotent progenitor cell,5
5,Megakaryocytes_NOVERSHTERN_2 | Human | xCell,0.7112864891,8,xCell,Human,,Megakaryocytes_NOVERSHTERN_2,7
5,Keratinocytes_ENCODE_1 | Human | xCell,0.7057243719,9,xCell,Human,,Keratinocytes_ENCODE_1,5
5,T cell | Kidney | Mouse | CellMarker,0.7051259468,10,CellMarker,Mouse,Kidney,T cell,11
5,Hepatocyte | Liver | Human | CellMarker,0.7012997886,11,CellMarker,Human,Liver,Hepatocyte,5
5,Rheaume et al.Nat Commun.22 | Retina | Mouse | CellMarker,0.696427679,12,CellMarker,Mouse,Retina,Rheaume et al.Nat Commun.22,7
5,Nasal polyp | Human | TISSUES,0.6690779776,13,TISSUES,Human,,Nasal polyp,5
5,CD4+ memory T-cells_IRIS_1 | Human | xCell,0.6497417234,14,xCell,Human,,CD4+ memory T-cells_IRIS_1,6
5,ZHONG_PFC_C3_HOPX_POS_OPC | Human | MSigDB,0.6419845179,15,MSigDB,Human,,ZHONG_PFC_C3_HOPX_POS_OPC,5
5,Th2 cells_IRIS_3 | Human | xCell,0.6418118136,16,xCell,Human,,Th2 cells_IRIS_3,7
5,Keratinocytes_HPCA_1 | Human | xCell,0.6402882403,17,xCell,Human,,Keratinocytes_HPCA_1,6
5,CD4+ Tcm_HPCA_3 | Human | xCell,0.6349860107,18,xCell,Human,,CD4+ Tcm_HPCA_3,22
5,CMP_BLUEPRINT_3 | Human | xCell,0.6348209601,19,xCell,Human,,CMP_BLUEPRINT_3,8
5,liver | SaVanT,0.6338241617,20,SaVanT,,,liver,10
5,CD4+ T-cells_FANTOM_2 | Human | xCell,0.6318585521,21,xCell,Human,,CD4+ T-cells_FANTOM_2,8
5,CD4+ memory T-cells_IRIS_2 | Human | xCell,0.6274028313,22,xCell,Human,,CD4+ memory T-cells_IRIS_2,8
5,HBA_Fetallung | Human | SaVanT,0.6169531993,23,SaVanT,Human,,HBA_Fetallung,12
5,Fibrobast | SaVanT,0.6113502342,24,SaVanT,,,Fibrobast,9
5,CD4+ naive T-cells_IRIS_1 | Human | xCell,0.599356696,25,xCell,Human,,CD4+ naive T-cells_IRIS_1,13
5,Megakaryocytes_BLUEPRINT_2 | Human | xCell,0.5984884449,26,xCell,Human,,Megakaryocytes_BLUEPRINT_2,7
5,Testicular cell line | Human | TISSUES,0.5980395148,27,TISSUES,Human,,Testicular cell line,7
5,MEP_BLUEPRINT_1 | Human | xCell,0.5961375632,28,xCell,Human,,MEP_BLUEPRINT_1,7
5,Stem cell | Mammary gland | Mouse | CellMarker,0.5951911374,29,CellMarker,Mouse,Mammary gland,Stem cell,6
5,olfactory_bulb | SaVanT,0.5933008575,30,SaVanT,,,olfactory_bulb,19
5,B cell | Bone marrow | Mouse | CellMarker,0.5911204897,31,CellMarker,Mouse,Bone marrow,B cell,5
5,CD4plus_T-cell | SaVanT,0.5873360977,32,SaVanT,,,CD4plus_T-cell,50
5,Naive CD4+ T cell | Peripheral blood | Human | CellMarker,0.5870183151,33,CellMarker,Human,Peripheral blood,Naive CD4+ T cell,22
5,Cardiac progenitor cell | Heart | Human | CellMarker,0.5854117221,34,CellMarker,Human,Heart,Cardiac progenitor cell,6
5,Pdgfrapha+ cell | Lung | Mouse | CellMarker,0.5831005273,35,CellMarker,Mouse,Lung,Pdgfrapha+ cell,5
5,HSC_BLUEPRINT_3 | Human | xCell,0.5829745443,36,xCell,Human,,HSC_BLUEPRINT_3,9
5,Beta cell | Pancreas | Human | CellMarker,0.5815820217,37,CellMarker,Human,Pancreas,Beta cell,5
5,Arterial cell | Embryo | Mouse | CellMarker,0.5811659185,38,CellMarker,Mouse,Embryo,Arterial cell,5
5,CD4+ Tcm_NOVERSHTERN_3 | Human | xCell,0.5811023997,39,xCell,Human,,CD4+ Tcm_NOVERSHTERN_3,34
5,Naive CD8+ T cell | Peripheral blood | Human | CellMarker,0.5782660349,40,CellMarker,Human,Peripheral blood,Naive CD8+ T cell,69
5,Eosinophils_NOVERSHTERN_1 | Human | xCell,0.5777738442,41,xCell,Human,,Eosinophils_NOVERSHTERN_1,7
5,CD4+ T cell | Peripheral blood | Human | CellMarker,0.5738099431,42,CellMarker,Human,Peripheral blood,CD4+ T cell,5
5,Germ cell | Human | CellMarker,0.5729947157,43,CellMarker,Human,,Germ cell,11
5,Ependymal cell | Brain | Mouse | CellMarker,0.5724141741,44,CellMarker,Mouse,Brain,Ependymal cell,14
5,CMP_BLUEPRINT_2 | Human | xCell,0.5699163204,45,xCell,Human,,CMP_BLUEPRINT_2,9
5,Megakaryocytes_BLUEPRINT_3 | Human | xCell,0.5663767932,46,xCell,Human,,Megakaryocytes_BLUEPRINT_3,6
5,CD3plus_T-cell | SaVanT,0.5644544446,47,SaVanT,,,CD3plus_T-cell,49
5,CD4+ Tem_NOVERSHTERN_1 | Human | xCell,0.5627546887,48,xCell,Human,,CD4+ Tem_NOVERSHTERN_1,25
5,Alpha cell | Pancreas | Human | CellMarker,0.5573818609,49,CellMarker,Human,Pancreas,Alpha cell,7
5,Vasc_endothel_cell | SaVanT,0.554927072,50,SaVanT,,,Vasc_endothel_cell,17
5,CD4+ Tcm_NOVERSHTERN_1 | Human | xCell,0.5517696257,51,xCell,Human,,CD4+ Tcm_NOVERSHTERN_1,10
5,HBA_Tongue | Human | SaVanT,0.5487911691,52,SaVanT,Human,,HBA_Tongue,18
5,Axin2-Palpha+ cell | Lung | Mouse | CellMarker,0.5477556952,53,CellMarker,Mouse,Lung,Axin2-Palpha+ cell,8
5,Hematopoietic stem cell | Bone | Mouse | CellMarker,0.5408846128,54,CellMarker,Mouse,Bone,Hematopoietic stem cell,6
5,Tregs_BLUEPRINT_2 | Human | xCell,0.540126583,55,xCell,Human,,Tregs_BLUEPRINT_2,8
5,Tregs_FANTOM_1 | Human | xCell,0.540126583,56,xCell,Human,,Tregs_FANTOM_1,8
5,CD4+ naive T-cells_NOVERSHTERN_2 | Human | xCell,0.5374004618,57,xCell,Human,,CD4+ naive T-cells_NOVERSHTERN_2,7
5,HBA_Placenta | Human | SaVanT,0.5359868821,58,SaVanT,Human,,HBA_Placenta,14
5,HBA_Thyroid | Human | SaVanT,0.5305314963,59,SaVanT,Human,,HBA_Thyroid,28
5,HPCA_MSC | Human | SaVanT,0.5292802834,60,SaVanT,Human,,HPCA_MSC,18
5,Platelets_HPCA_3 | Human | xCell,0.5287786184,61,xCell,Human,,Platelets_HPCA_3,8
5,Progenitor cell | Mammary gland | Mouse | CellMarker,0.5260204855,62,CellMarker,Mouse,Mammary gland,Progenitor cell,5
5,Multiple pluripotent progenitor cell | Bone marrow | Mouse | CellMarker,0.5258196759,63,CellMarker,Mouse,Bone marrow,Multiple pluripotent progenitor cell,6
5,Myeloid progenitor cell | Bone marrow | Mouse | CellMarker,0.5258196759,64,CellMarker,Mouse,Bone marrow,Myeloid progenitor cell,6
5,Naive T cell | Peripheral blood | Human | CellMarker,0.5237078669,65,CellMarker,Human,Peripheral blood,Naive T cell,5
5,Embryonic stem cell | Germ | Human | CellMarker,0.523133912,66,CellMarker,Human,Germ,Embryonic stem cell,7
5,Naive T cell | Blood | Human | CellMarker,0.5182837354,67,CellMarker,Human,Blood,Naive T cell,5
5,HBA_FetalThyroid | Human | SaVanT,0.5165449222,68,SaVanT,Human,,HBA_FetalThyroid,23
5,HAY_BONE_MARROW_CD34_POS_ERP | Human | MSigDB,0.5111494997,69,MSigDB,Human,,HAY_BONE_MARROW_CD34_POS_ERP,7
5,HAY_BONE_MARROW_NAIVE_T_CELL | Human | MSigDB,0.5095854357,70,MSigDB,Human,,HAY_BONE_MARROW_NAIVE_T_CELL,292
5,GAO_LARGE_INTESTINE_ADULT_CF_GOBLET_CELL_SUBTYPE_1 | Human | MSigDB,0.5033167262,71,MSigDB,Human,,GAO_LARGE_INTESTINE_ADULT_CF_GOBLET_CELL_SUBTYPE_1,5
5,B cell | Bone marrow | Human | CellMarker,0.502885217,72,CellMarker,Human,Bone marrow,B cell,6
5,Keratinocytes_HPCA_2 | Human | xCell,0.4988091253,73,xCell,Human,,Keratinocytes_HPCA_2,12
5,Myocytes_FANTOM_2 | Human | xCell,0.4975197003,74,xCell,Human,,Myocytes_FANTOM_2,5
5,Neuroblasts | Brain | Human | PanglaoDB,0.4962375607,75,PanglaoDB,Human,Brain,Neuroblasts,16
5,Neuroblasts | Brain | Mouse | PanglaoDB,0.4962375607,76,PanglaoDB,Mouse,Brain,Neuroblasts,16
5,Erythrocytes_FANTOM_2 | Human | xCell,0.492281505,77,xCell,Human,,Erythrocytes_FANTOM_2,5
5,Erythrocytes_FANTOM_3 | Human | xCell,0.492281505,78,xCell,Human,,Erythrocytes_FANTOM_3,5
5,Cancer stem cell (Osteosarcoma) | Human | CellMarker,0.4916406335,79,CellMarker,Human,,Cancer stem cell (Osteosarcoma),8
5,hippocampus | SaVanT,0.4907724323,80,SaVanT,,,hippocampus,19
5,T cell | Peripheral blood | Human | CellMarker,0.4870086396,81,CellMarker,Human,Peripheral blood,T cell,13
